order_id,date,day_of_week,hour,location,product,category,quantity,unit_price,unit_cost,discount_pct,gross_revenue,discount_amount,net_revenue,total_cost,profit,profit_margin,profit_tier
100012,2025-07-01,Tuesday,19,Downtown,Classic Wings (10pc),Wings,1,12.99,5.1,0.0,12.99,0.0,12.99,5.1,7.890000000000001,0.6073903002309469,Tier A (High Margin)
100012,2025-07-01,Tuesday,19,Downtown,Brownie Sundae,Dessert,2,5.99,1.6,0.0,11.98,0.0,11.98,3.2,8.780000000000001,0.7328881469115193,Tier A (High Margin)
100012,2025-07-01,Tuesday,19,Downtown,Loaded Fries,Sides,1,6.49,1.7,0.0,6.49,0.0,6.49,1.7,4.79,0.7380585516178736,Tier A (High Margin)
100012,2025-07-01,Tuesday,19,Downtown,Onion Rings,Sides,1,5.49,1.4,0.0,5.49,0.0,5.49,1.4,4.09,0.7449908925318761,Tier A (High Margin)
100013,2025-07-01,Tuesday,12,Downtown,Grilled Chicken Salad,Entree,1,10.99,4.1,0.0,10.99,0.0,10.99,4.1,6.890000000000001,0.626933575978162,Tier A (High Margin)
100014,2025-07-01,Tuesday,11,Downtown,Buffalo Chicken Wrap,Entree,1,9.99,3.4,0.0,9.99,0.0,9.99,3.4,6.59,0.6596596596596597,Tier A (High Margin)
100015,2025-07-01,Tuesday,21,Downtown,Draft Beer (16oz),Beverage,1,5.99,1.2,0.0,5.99,0.0,5.99,1.2,4.79,0.7996661101836394,Tier A (High Margin)
100016,2025-07-01,Tuesday,21,Downtown,Classic Burger,Entree,2,11.49,4.8,0.15,22.98,3.447,19.533,9.6,9.933000000000002,0.5085240362463523,Tier A (High Margin)
100016,2025-07-01,Tuesday,21,Downtown,Draft Beer (16oz),Beverage,1,5.99,1.2,0.15,5.99,0.8985,5.0915,1.2,3.8915,0.7643130708042817,Tier A (High Margin)
100016,2025-07-01,Tuesday,21,Downtown,Mozzarella Sticks,Appetizer,1,8.49,2.3,0.15,8.49,1.2735,7.2165,2.3,4.9165,0.6812859419386129,Tier A (High Margin)
100017,2025-07-01,Tuesday,20,Downtown,Classic Wings (10pc),Wings,1,12.99,5.1,0.0,12.99,0.0,12.99,5.1,7.890000000000001,0.6073903002309469,Tier A (High Margin)
100018,2025-07-01,Tuesday,20,Downtown,Buffalo Chicken Wrap,Entree,1,9.99,3.4,0.0,9.99,0.0,9.99,3.4,6.59,0.6596596596596597,Tier A (High Margin)
100018,2025-07-01,Tuesday,20,Downtown,Boneless Wings (10pc),Wings,1,11.99,4.2,0.0,11.99,0.0,11.99,4.2,7.79,0.6497080900750626,Tier A (High Margin)
100018,2025-07-01,Tuesday,20,Downtown,Mozzarella Sticks,Appetizer,1,8.49,2.3,0.0,8.49,0.0,8.49,2.3,6.19,0.729093050647821,Tier A (High Margin)
100019,2025-07-01,Tuesday,21,Downtown,Grilled Chicken Salad,Entree,1,10.99,4.1,0.0,10.99,0.0,10.99,4.1,6.890000000000001,0.626933575978162,Tier A (High Margin)
100019,2025-07-01,Tuesday,21,Downtown,Buffalo Chicken Wrap,Entree,1,9.99,3.4,0.0,9.99,0.0,9.99,3.4,6.59,0.6596596596596597,Tier A (High Margin)
100019,2025-07-01,Tuesday,21,Downtown,Loaded Fries,Sides,1,6.49,1.7,0.0,6.49,0.0,6.49,1.7,4.79,0.7380585516178736,Tier A (High Margin)
100020,2025-07-01,Tuesday,19,Downtown,Classic Burger,Entree,1,11.49,4.8,0.0,11.49,0.0,11.49,4.8,6.69,0.5822454308093995,Tier A (High Margin)
100021,2025-07-01,Tuesday,13,Downtown,Classic Burger,Entree,1,11.49,4.8,0.0,11.49,0.0,11.49,4.8,6.69,0.5822454308093995,Tier A (High Margin)
100021,2025-07-01,Tuesday,13,Downtown,Mozzarella Sticks,Appetizer,1,8.49,2.3,0.0,8.49,0.0,8.49,2.3,6.19,0.729093050647821,Tier A (High Margin)
100021,2025-07-01,Tuesday,13,Downtown,Fountain Soda,Beverage,1,2.99,0.35,0.0,2.99,0.0,2.99,0.35,2.64,0.882943143812709,Tier A (High Margin)
100022,2025-07-01,Tuesday,15,Downtown,Fountain Soda,Beverage,1,2.99,0.35,0.0,2.99,0.0,2.99,0.35,2.64,0.882943143812709,Tier A (High Margin)
100023,2025-07-01,Tuesday,11,Downtown,Fountain Soda,Beverage,1,2.99,0.35,0.15,2.99,0.4485,2.5415,0.35,2.1915,0.8622860515443636,Tier A (High Margin)
100023,2025-07-01,Tuesday,11,Downtown,Loaded Nachos,Appetizer,1,10.49,3.6,0.15,10.49,1.5735,8.916500000000001,3.6,5.316500000000001,0.5962541355913196,Tier A (High Margin)
100024,2025-07-01,Tuesday,19,Downtown,Mozzarella Sticks,Appetizer,1,8.49,2.3,0.0,8.49,0.0,8.49,2.3,6.19,0.729093050647821,Tier A (High Margin)
100024,2025-07-01,Tuesday,19,Downtown,Loaded Nachos,Appetizer,2,10.49,3.6,0.0,20.98,0.0,20.98,7.2,13.78,0.6568160152526215,Tier A (High Margin)
100025,2025-07-01,Tuesday,18,Downtown,Buffalo Chicken Wrap,Entree,1,9.99,3.4,0.0,9.99,0.0,9.99,3.4,6.59,0.6596596596596597,Tier A (High Margin)
100026,2025-07-01,Tuesday,22,Downtown,Fountain Soda,Beverage,1,2.99,0.35,0.15,2.99,0.4485,2.5415,0.35,2.1915,0.8622860515443636,Tier A (High Margin)
100027,2025-07-01,Tuesday,20,Downtown,Mozzarella Sticks,Appetizer,1,8.49,2.3,0.0,8.49,0.0,8.49,2.3,6.19,0.729093050647821,Tier A (High Margin)
100028,2025-07-01,Tuesday,20,Downtown,Classic Wings (10pc),Wings,1,12.99,5.1,0.0,12.99,0.0,12.99,5.1,7.890000000000001,0.6073903002309469,Tier A (High Margin)
100028,2025-07-01,Tuesday,20,Downtown,Mozzarella Sticks,Appetizer,1,8.49,2.3,0.0,8.49,0.0,8.49,2.3,6.19,0.729093050647821,Tier A (High Margin)
100029,2025-07-01,Tuesday,21,Downtown,Classic Burger,Entree,1,11.49,4.8,0.0,11.49,0.0,11.49,4.8,6.69,0.5822454308093995,Tier A (High Margin)
100029,2025-07-01,Tuesday,21,Downtown,Grilled Chicken Salad,Entree,2,10.99,4.1,0.0,21.98,0.0,21.98,8.2,13.78,0.6269335759781619,Tier A (High Margin)
100029,2025-07-01,Tuesday,21,Downtown,Buffalo Chicken Wrap,Entree,1,9.99,3.4,0.0,9.99,0.0,9.99,3.4,6.59,0.6596596596596597,Tier A (High Margin)
100030,2025-07-01,Tuesday,11,Downtown,Draft Beer (16oz),Beverage,1,5.99,1.2,0.0,5.99,0.0,5.99,1.2,4.79,0.7996661101836394,Tier A (High Margin)
100031,2025-07-01,Tuesday,21,Downtown,Classic Burger,Entree,1,11.49,4.8,0.0,11.49,0.0,11.49,4.8,6.69,0.5822454308093995,Tier A (High Margin)
100031,2025-07-01,Tuesday,21,Downtown,Mozzarella Sticks,Appetizer,1,8.49,2.3,0.0,8.49,0.0,8.49,2.3,6.19,0.729093050647821,Tier A (High Margin)
100031,2025-07-01,Tuesday,21,Downtown,Fountain Soda,Beverage,1,2.99,0.35,0.0,2.99,0.0,2.99,0.35,2.64,0.882943143812709,Tier A (High Margin)
100032,2025-07-01,Tuesday,19,Downtown,Fountain Soda,Beverage,1,2.99,0.35,0.15,2.99,0.4485,2.5415,0.35,2.1915,0.8622860515443636,Tier A (High Margin)
100033,2025-07-01,Tuesday,18,Downtown,Buffalo Chicken Wrap,Entree,1,9.99,3.4,0.0,9.99,0.0,9.99,3.4,6.59,0.6596596596596597,Tier A (High Margin)
100033,2025-07-01,Tuesday,18,Downtown,Loaded Nachos,Appetizer,1,10.49,3.6,0.0,10.49,0.0,10.49,3.6,6.890000000000001,0.6568160152526216,Tier A (High Margin)
100033,2025-07-01,Tuesday,18,Downtown,Mozzarella Sticks,Appetizer,1,8.49,2.3,0.0,8.49,0.0,8.49,2.3,6.19,0.729093050647821,Tier A (High Margin)
100033,2025-07-01,Tuesday,18,Downtown,Brownie Sundae,Dessert,2,5.99,1.6,0.0,11.98,0.0,11.98,3.2,8.780000000000001,0.7328881469115193,Tier A (High Margin)
100034,2025-07-01,Tuesday,19,Downtown,Buffalo Chicken Wrap,Entree,1,9.99,3.4,0.0,9.99,0.0,9.99,3.4,6.59,0.6596596596596597,Tier A (High Margin)
100034,2025-07-01,Tuesday,19,Downtown,Brownie Sundae,Dessert,1,5.99,1.6,0.0,5.99,0.0,5.99,1.6,4.390000000000001,0.7328881469115193,Tier A (High Margin)
100034,2025-07-01,Tuesday,19,Downtown,Draft Beer (16oz),Beverage,1,5.99,1.2,0.0,5.99,0.0,5.99,1.2,4.79,0.7996661101836394,Tier A (High Margin)
100034,2025-07-01,Tuesday,19,Downtown,Grilled Chicken Salad,Entree,1,10.99,4.1,0.0,10.99,0.0,10.99,4.1,6.890000000000001,0.626933575978162,Tier A (High Margin)
100035,2025-07-01,Tuesday,21,Downtown,Grilled Chicken Salad,Entree,1,10.99,4.1,0.0,10.99,0.0,10.99,4.1,6.890000000000001,0.626933575978162,Tier A (High Margin)
100035,2025-07-01,Tuesday,21,Downtown,Classic Burger,Entree,1,11.49,4.8,0.0,11.49,0.0,11.49,4.8,6.69,0.5822454308093995,Tier A (High Margin)
100036,2025-07-01,Tuesday,14,Downtown,Loaded Nachos,Appetizer,1,10.49,3.6,0.0,10.49,0.0,10.49,3.6,6.890000000000001,0.6568160152526216,Tier A (High Margin)
100036,2025-07-01,Tuesday,14,Downtown,Onion Rings,Sides,1,5.49,1.4,0.0,5.49,0.0,5.49,1.4,4.09,0.7449908925318761,Tier A (High Margin)
100036,2025-07-01,Tuesday,14,Downtown,Loaded Fries,Sides,2,6.49,1.7,0.0,12.98,0.0,12.98,3.4,9.58,0.7380585516178736,Tier A (High Margin)
100036,2025-07-01,Tuesday,14,Downtown,Boneless Wings (10pc),Wings,1,11.99,4.2,0.0,11.99,0.0,11.99,4.2,7.79,0.6497080900750626,Tier A (High Margin)
100037,2025-07-01,Tuesday,20,Downtown,Boneless Wings (10pc),Wings,1,11.99,4.2,0.0,11.99,0.0,11.99,4.2,7.79,0.6497080900750626,Tier A (High Margin)
100037,2025-07-01,Tuesday,20,Downtown,Loaded Nachos,Appetizer,1,10.49,3.6,0.0,10.49,0.0,10.49,3.6,6.890000000000001,0.6568160152526216,Tier A (High Margin)
100038,2025-07-01,Tuesday,19,Downtown,Fountain Soda,Beverage,1,2.99,0.35,0.0,2.99,0.0,2.99,0.35,2.64,0.882943143812709,Tier A (High Margin)
100038,2025-07-01,Tuesday,19,Downtown,Grilled Chicken Salad,Entree,1,10.99,4.1,0.0,10.99,0.0,10.99,4.1,6.890000000000001,0.626933575978162,Tier A (High Margin)
100039,2025-07-01,Tuesday,19,Downtown,Grilled Chicken Salad,Entree,1,10.99,4.1,0.0,10.99,0.0,10.99,4.1,6.890000000000001,0.626933575978162,Tier A (High Margin)
100040,2025-07-01,Tuesday,18,Downtown,Loaded Fries,Sides,1,6.49,1.7,0.15,6.49,0.9735,5.516500000000001,1.7,3.8165,0.6918335901386748,Tier A (High Margin)
100041,2025-07-01,Tuesday,19,Downtown,Onion Rings,Sides,1,5.49,1.4,0.15,5.49,0.8235,4.6665,1.4,3.2665,0.699989285331619,Tier A (High Margin)
100041,2025-07-01,Tuesday,19,Downtown,Classic Wings (10pc),Wings,1,12.99,5.1,0.15,12.99,1.9485,11.0415,5.1,5.941500000000001,0.53810623556582,Tier A (High Margin)
100042,2025-07-01,Tuesday,20,Downtown,Boneless Wings (10pc),Wings,1,11.99,4.2,0.0,11.99,0.0,11.99,4.2,7.79,0.6497080900750626,Tier A (High Margin)
100042,2025-07-01,Tuesday,20,Downtown,Fountain Soda,Beverage,1,2.99,0.35,0.0,2.99,0.0,2.99,0.35,2.64,0.882943143812709,Tier A (High Margin)
100043,2025-07-01,Tuesday,21,Downtown,Buffalo Chicken Wrap,Entree,1,9.99,3.4,0.0,9.99,0.0,9.99,3.4,6.59,0.6596596596596597,Tier A (High Margin)
100043,2025-07-01,Tuesday,21,Downtown,Fountain Soda,Beverage,1,2.99,0.35,0.0,2.99,0.0,2.99,0.35,2.64,0.882943143812709,Tier A (High Margin)
100043,2025-07-01,Tuesday,21,Downtown,Classic Burger,Entree,2,11.49,4.8,0.0,22.98,0.0,22.98,9.6,13.38,0.5822454308093995,Tier A (High Margin)
100043,2025-07-01,Tuesday,21,Downtown,Boneless Wings (10pc),Wings,2,11.99,4.2,0.0,23.98,0.0,23.98,8.4,15.58,0.6497080900750626,Tier A (High Margin)
100044,2025-07-01,Tuesday,16,Downtown,Loaded Nachos,Appetizer,1,10.49,3.6,0.0,10.49,0.0,10.49,3.6,6.890000000000001,0.6568160152526216,Tier A (High Margin)
100045,2025-07-01,Tuesday,18,Downtown,Brownie Sundae,Dessert,1,5.99,1.6,0.0,5.99,0.0,5.99,1.6,4.390000000000001,0.7328881469115193,Tier A (High Margin)
100046,2025-07-01,Tuesday,15,Downtown,Onion Rings,Sides,1,5.49,1.4,0.0,5.49,0.0,5.49,1.4,4.09,0.7449908925318761,Tier A (High Margin)
100046,2025-07-01,Tuesday,15,Downtown,Loaded Nachos,Appetizer,1,10.49,3.6,0.0,10.49,0.0,10.49,3.6,6.890000000000001,0.6568160152526216,Tier A (High Margin)
100047,2025-07-01,Tuesday,21,Downtown,Fountain Soda,Beverage,2,2.99,0.35,0.0,5.98,0.0,5.98,0.7,5.28,0.882943143812709,Tier A (High Margin)
100047,2025-07-01,Tuesday,21,Downtown,Buffalo Chicken Wrap,Entree,1,9.99,3.4,0.0,9.99,0.0,9.99,3.4,6.59,0.6596596596596597,Tier A (High Margin)
100047,2025-07-01,Tuesday,21,Downtown,Fountain Soda,Beverage,1,2.99,0.35,0.0,2.99,0.0,2.99,0.35,2.64,0.882943143812709,Tier A (High Margin)
100048,2025-07-01,Tuesday,19,Downtown,Mozzarella Sticks,Appetizer,2,8.49,2.3,0.0,16.98,0.0,16.98,4.6,12.38,0.729093050647821,Tier A (High Margin)
100049,2025-07-01,Tuesday,12,Downtown,Loaded Nachos,Appetizer,1,10.49,3.6,0.15,10.49,1.5735,8.916500000000001,3.6,5.316500000000001,0.5962541355913196,Tier A (High Margin)
100049,2025-07-01,Tuesday,12,Downtown,Onion Rings,Sides,1,5.49,1.4,0.15,5.49,0.8235,4.6665,1.4,3.2665,0.699989285331619,Tier A (High Margin)
100050,2025-07-01,Tuesday,22,Downtown,Onion Rings,Sides,1,5.49,1.4,0.0,5.49,0.0,5.49,1.4,4.09,0.7449908925318761,Tier A (High Margin)
100051,2025-07-01,Tuesday,21,Downtown,Draft Beer (16oz),Beverage,1,5.99,1.2,0.0,5.99,0.0,5.99,1.2,4.79,0.7996661101836394,Tier A (High Margin)
100051,2025-07-01,Tuesday,21,Downtown,Classic Burger,Entree,1,11.49,4.8,0.0,11.49,0.0,11.49,4.8,6.69,0.5822454308093995,Tier A (High Margin)
100052,2025-07-01,Tuesday,18,Downtown,Boneless Wings (10pc),Wings,1,11.99,4.2,0.0,11.99,0.0,11.99,4.2,7.79,0.6497080900750626,Tier A (High Margin)
100053,2025-07-01,Tuesday,21,Downtown,Buffalo Chicken Wrap,Entree,1,9.99,3.4,0.0,9.99,0.0,9.99,3.4,6.59,0.6596596596596597,Tier A (High Margin)
100053,2025-07-01,Tuesday,21,Downtown,Mozzarella Sticks,Appetizer,1,8.49,2.3,0.0,8.49,0.0,8.49,2.3,6.19,0.729093050647821,Tier A (High Margin)
100054,2025-07-01,Tuesday,11,Downtown,Draft Beer (16oz),Beverage,1,5.99,1.2,0.0,5.99,0.0,5.99,1.2,4.79,0.7996661101836394,Tier A (High Margin)
100055,2025-07-01,Tuesday,22,Downtown,Boneless Wings (10pc),Wings,1,11.99,4.2,0.0,11.99,0.0,11.99,4.2,7.79,0.6497080900750626,Tier A (High Margin)
100056,2025-07-01,Tuesday,20,Downtown,Boneless Wings (10pc),Wings,1,11.99,4.2,0.0,11.99,0.0,11.99,4.2,7.79,0.6497080900750626,Tier A (High Margin)
100056,2025-07-01,Tuesday,20,Downtown,Onion Rings,Sides,1,5.49,1.4,0.0,5.49,0.0,5.49,1.4,4.09,0.7449908925318761,Tier A (High Margin)
100056,2025-07-01,Tuesday,20,Downtown,Loaded Nachos,Appetizer,1,10.49,3.6,0.0,10.49,0.0,10.49,3.6,6.890000000000001,0.6568160152526216,Tier A (High Margin)
100057,2025-07-01,Tuesday,12,Downtown,Loaded Fries,Sides,1,6.49,1.7,0.0,6.49,0.0,6.49,1.7,4.79,0.7380585516178736,Tier A (High Margin)
100057,2025-07-01,Tuesday,12,Downtown,Onion Rings,Sides,1,5.49,1.4,0.0,5.49,0.0,5.49,1.4,4.09,0.7449908925318761,Tier A (High Margin)
100058,2025-07-01,Tuesday,13,Downtown,Onion Rings,Sides,1,5.49,1.4,0.0,5.49,0.0,5.49,1.4,4.09,0.7449908925318761,Tier A (High Margin)
100059,2025-07-01,Tuesday,21,Downtown,Grilled Chicken Salad,Entree,2,10.99,4.1,0.0,21.98,0.0,21.98,8.2,13.78,0.6269335759781619,Tier A (High Margin)
100059,2025-07-01,Tuesday,21,Downtown,Mozzarella Sticks,Appetizer,1,8.49,2.3,0.0,8.49,0.0,8.49,2.3,6.19,0.729093050647821,Tier A (High Margin)
100059,2025-07-01,Tuesday,21,Downtown,Onion Rings,Sides,1,5.49,1.4,0.0,5.49,0.0,5.49,1.4,4.09,0.7449908925318761,Tier A (High Margin)
100059,2025-07-01,Tuesday,21,Downtown,Brownie Sundae,Dessert,2,5.99,1.6,0.0,11.98,0.0,11.98,3.2,8.780000000000001,0.7328881469115193,Tier A (High Margin)
100060,2025-07-01,Tuesday,20,Campus Strip,Brownie Sundae,Dessert,1,5.99,1.6,0.0,5.99,0.0,5.99,1.6,4.390000000000001,0.7328881469115193,Tier A (High Margin)
100060,2025-07-01,Tuesday,20,Campus Strip,Buffalo Chicken Wrap,Entree,1,9.99,3.4,0.0,9.99,0.0,9.99,3.4,6.59,0.6596596596596597,Tier A (High Margin)
100060,2025-07-01,Tuesday,20,Campus Strip,Grilled Chicken Salad,Entree,2,10.99,4.1,0.0,21.98,0.0,21.98,8.2,13.78,0.6269335759781619,Tier A (High Margin)
100060,2025-07-01,Tuesday,20,Campus Strip,Fountain Soda,Beverage,1,2.99,0.35,0.0,2.99,0.0,2.99,0.35,2.64,0.882943143812709,Tier A (High Margin)
100061,2025-07-01,Tuesday,19,Campus Strip,Loaded Fries,Sides,2,6.49,1.7,0.0,12.98,0.0,12.98,3.4,9.58,0.7380585516178736,Tier A (High Margin)
100062,2025-07-01,Tuesday,21,Campus Strip,Loaded Fries,Sides,1,6.49,1.7,0.0,6.49,0.0,6.49,1.7,4.79,0.7380585516178736,Tier A (High Margin)
100062,2025-07-01,Tuesday,21,Campus Strip,Boneless Wings (10pc),Wings,1,11.99,4.2,0.0,11.99,0.0,11.99,4.2,7.79,0.6497080900750626,Tier A (High Margin)
100063,2025-07-01,Tuesday,15,Campus Strip,Boneless Wings (10pc),Wings,1,11.99,4.2,0.0,11.99,0.0,11.99,4.2,7.79,0.6497080900750626,Tier A (High Margin)
100063,2025-07-01,Tuesday,15,Campus Strip,Classic Burger,Entree,2,11.49,4.8,0.0,22.98,0.0,22.98,9.6,13.38,0.5822454308093995,Tier A (High Margin)
100063,2025-07-01,Tuesday,15,Campus Strip,Classic Wings (10pc),Wings,1,12.99,5.1,0.0,12.99,0.0,12.99,5.1,7.890000000000001,0.6073903002309469,Tier A (High Margin)
100063,2025-07-01,Tuesday,15,Campus Strip,Draft Beer (16oz),Beverage,1,5.99,1.2,0.0,5.99,0.0,5.99,1.2,4.79,0.7996661101836394,Tier A (High Margin)
100064,2025-07-01,Tuesday,19,Campus Strip,Draft Beer (16oz),Beverage,1,5.99,1.2,0.0,5.99,0.0,5.99,1.2,4.79,0.7996661101836394,Tier A (High Margin)
100064,2025-07-01,Tuesday,19,Campus Strip,Mozzarella Sticks,Appetizer,1,8.49,2.3,0.0,8.49,0.0,8.49,2.3,6.19,0.729093050647821,Tier A (High Margin)
100064,2025-07-01,Tuesday,19,Campus Strip,Classic Wings (10pc),Wings,1,12.99,5.1,0.0,12.99,0.0,12.99,5.1,7.890000000000001,0.6073903002309469,Tier A (High Margin)
100065,2025-07-01,Tuesday,11,Campus Strip,Fountain Soda,Beverage,1,2.99,0.35,0.0,2.99,0.0,2.99,0.35,2.64,0.882943143812709,Tier A (High Margin)
100065,2025-07-01,Tuesday,11,Campus Strip,Classic Wings (10pc),Wings,1,12.99,5.1,0.0,12.99,0.0,12.99,5.1,7.890000000000001,0.6073903002309469,Tier A (High Margin)
100065,2025-07-01,Tuesday,11,Campus Strip,Mozzarella Sticks,Appetizer,1,8.49,2.3,0.0,8.49,0.0,8.49,2.3,6.19,0.729093050647821,Tier A (High Margin)
100066,2025-07-01,Tuesday,11,Campus Strip,Classic Wings (10pc),Wings,1,12.99,5.1,0.0,12.99,0.0,12.99,5.1,7.890000000000001,0.6073903002309469,Tier A (High Margin)
100066,2025-07-01,Tuesday,11,Campus Strip,Classic Burger,Entree,2,11.49,4.8,0.0,22.98,0.0,22.98,9.6,13.38,0.5822454308093995,Tier A (High Margin)
100067,2025-07-01,Tuesday,11,Campus Strip,Mozzarella Sticks,Appetizer,1,8.49,2.3,0.0,8.49,0.0,8.49,2.3,6.19,0.729093050647821,Tier A (High Margin)
100068,2025-07-01,Tuesday,16,Campus Strip,Loaded Fries,Sides,1,6.49,1.7,0.15,6.49,0.9735,5.516500000000001,1.7,3.8165,0.6918335901386748,Tier A (High Margin)
100068,2025-07-01,Tuesday,16,Campus Strip,Mozzarella Sticks,Appetizer,1,8.49,2.3,0.15,8.49,1.2735,7.2165,2.3,4.9165,0.6812859419386129,Tier A (High Margin)
100069,2025-07-01,Tuesday,19,Campus Strip,Brownie Sundae,Dessert,1,5.99,1.6,0.0,5.99,0.0,5.99,1.6,4.390000000000001,0.7328881469115193,Tier A (High Margin)
100070,2025-07-01,Tuesday,21,Campus Strip,Draft Beer (16oz),Beverage,1,5.99,1.2,0.0,5.99,0.0,5.99,1.2,4.79,0.7996661101836394,Tier A (High Margin)
100071,2025-07-01,Tuesday,19,Campus Strip,Mozzarella Sticks,Appetizer,1,8.49,2.3,0.0,8.49,0.0,8.49,2.3,6.19,0.729093050647821,Tier A (High Margin)
100072,2025-07-01,Tuesday,20,Campus Strip,Grilled Chicken Salad,Entree,1,10.99,4.1,0.0,10.99,0.0,10.99,4.1,6.890000000000001,0.626933575978162,Tier A (High Margin)
100073,2025-07-01,Tuesday,13,Campus Strip,Boneless Wings (10pc),Wings,1,11.99,4.2,0.0,11.99,0.0,11.99,4.2,7.79,0.6497080900750626,Tier A (High Margin)
100074,2025-07-01,Tuesday,20,Campus Strip,Classic Burger,Entree,2,11.49,4.8,0.0,22.98,0.0,22.98,9.6,13.38,0.5822454308093995,Tier A (High Margin)
